,tokens,ner_tags,pred
1477,",",O,O
1478,2017,O,B-DatasetName
1479,),O,O
1480,.,O,O
1481,Mathematically,O,O
1482,",",O,O
1483,for,O,O
1484,a,O,O
1485,single,O,O
1486,attention,O,B-HyperparameterName
1487,head,O,O
1488,",",O,O
1489,the,O,O
1490,weight,O,O
1491,attention,O,B-HyperparameterName
1492,from,O,O
1493,token,O,O
1494,xto,O,O
1495,token,O,O
1496,xin,O,O
1497,the,O,O
1498,same,O,O
1499,input,O,O
1500,sequence,O,O
1501,can,O,O
1502,be,O,O
1503,written,O,O
1504,as,O,O
1505,:,O,O
1506,α=,O,O
1507,softmax,O,O
1508,qk√,O,O
1509,d+m,O,O
1510,!,O,O
1511,∈R,O,O
1512,(,O,O
1513,1,O,B-HyperparameterValue
1514,),O,I-HyperparameterValue
1515,The,O,O
1516,time,O,O
1517,complexity,O,O
1518,for,O,O
1519,this,O,O
1520,is,O,O
1521,O,O,O
1522,(,O,O
1523,n,O,O
1524,),O,O
1525,given,O,O
1526,the,O,O
1527,dot,O,O
1528,product,O,O
1529,qk,O,O
1530,",",O,O
1531,where,O,O
1532,nis,O,O
1533,the,O,O
1534,input,O,O
1535,sequence,O,O
1536,length,O,O
1537,.,O,O
1538,This,O,O
1539,impedes,O,O
1540,the,O,O
1541,usage,O,O
1542,of,O,O
1543,self,O,B-TaskName
1544,-,O,O
1545,attention,O,B-HyperparameterName
1546,based,O,O
1547,models,O,O
1548,in,O,O
1549,low,O,B-TaskName
1550,-,O,O
1551,resource,O,O
1552,settings,O,O
1553,.,O,O
1554,While,O,O
1555,self,O,B-TaskName
1556,-,O,O
1557,attention,O,B-HyperparameterName
1558,is,O,O
1559,one,O,O
1560,of,O,O
1561,the,O,O
1562,most,O,O
1563,white,O,O
1564,-,O,O
1565,box,O,O
1566,components,O,O
1567,in,O,O
1568,transformer,O,B-HyperparameterName
1569,-,O,O
1570,based,O,O
1571,models,O,O
1572,",",O,O
1573,relying,O,O
1574,on,O,O
1575,raw,O,O
1576,attention,O,B-HyperparameterName
1577,weights,O,B-HyperparameterName
1578,as,O,O
1579,an,O,O
1580,explanation,O,O
1581,could,O,O
1582,be,O,O
1583,misleading,O,O
1584,given,O,O
1585,that,O,O
1586,they,O,O
1587,are,O,O
1588,not,O,O
1589,necessarily,O,O
1590,re-,O,O
1591,sponsible,O,O
1592,for,O,O
1593,determining,O,O
1594,the,O,O
1595,contribution,O,O
1596,of,O,O
1597,each,O,O
1598,token,O,O
1599,in,O,O
1600,the,O,O
1601,final,O,O
1602,classifier,O,O
1603,’s,O,O
1604,decision,O,O
1605,(,O,O
1606,Jain,O,O
1607,and,O,O
1608,Wal-,O,O
1609,lace,O,O
1610,",",O,O
1611,2019,O,O
1612,;,O,O
1613,Serrano,O,O
1614,and,O,O
1615,Smith,O,O
1616,",",O,O
1617,2019,O,O
1618,;,O,O
1619,Abnar,O,O
1620,and,O,O
1621,Zuidema,O,O
1622,",",O,O
1623,2020,O,O
1624,),O,O
1625,.,O,O
1626,This,O,O
1627,is,O,O
1628,based,O,O
1629,on,O,O
1630,the,O,O
1631,fact,O,O
1632,that,O,O
1633,raw,O,O
1634,attentions,O,O
1635,are,O,O
1636,being,O,O
1637,faithful,O,O
1638,to,O,O
1639,the,O,O
1640,local,O,O
1641,mixture,O,O
1642,of,O,O
1643,information,O,O
1644,in,O,O
1645,each,O,O
1646,layer,O,O
1647,and,O,O
1648,are,O,O
1649,unable,O,O
1650,to,O,O
1651,obtain,O,O
1652,a,O,O
1653,global,O,O
1654,perspective,O,O
1655,of,O,O
1656,the,O,O
1657,information,O,O
1658,flow,O,O
1659,through,O,O
1660,the,O,O
1661,entire,O,O
1662,model,O,O
1663,(,O,O
1664,Pascual,O,O
1665,et,O,O
1666,al,O,O
1667,.,O,O
1668,",",O,O
1669,2021,O,O
1670,),O,O
1671,.,O,O
1672,2.2,O,B-MetricValue
1673,Gradient,O,O
1674,-,O,O
1675,based,O,O
1676,Saliency,O,O
1677,Scores,O,O
1678,Gradient,O,O
1679,-,O,O
1680,based,O,O
1681,methods,O,O
1682,provide,O,O
1683,alternatives,O,O
1684,to,O,O
1685,at-,O,O
1686,tention,O,O
1687,weights,O,B-HyperparameterName
1688,to,O,O
1689,compute,O,O
1690,the,O,O
1691,importance,O,O
1692,of,O,O
1693,a2,O,O
1694,specific,O,O
1695,input,O,O
1696,feature,O,B-MethodName
1697,.,O,O
1698,Despite,O,O
1699,having,O,O
1700,been,O,O
1701,widely,O,O
1702,utilized,O,O
1703,in,O,O
1704,other,O,O
1705,fields,O,O
1706,earlier,O,O
1707,(,O,O
1708,Ancona,O,O
1709,et,O,O
1710,al,O,O
1711,.,O,O
1712,",",O,O
1713,2018,O,O
1714,;,O,O
1715,Simonyan,O,O
1716,et,O,O
1717,al,O,O
1718,.,O,O
1719,",",O,O
1720,2013,O,O
1721,;,O,O
1722,Sundararajan,O,O
1723,et,O,O
1724,al,O,O
1725,.,O,O
1726,",",O,O
1727,2017,O,B-DatasetName
1728,;,O,O
1729,Smilkov,O,O
1730,et,O,O
1731,al,O,O
1732,.,O,O
1733,",",O,O
1734,2017,O,B-DatasetName
1735,),O,O
1736,",",O,O
1737,they,O,O
1738,have,O,O
1739,only,O,O
1740,recently,O,O
1741,be-,O,O
1742,come,O,O
1743,popular,O,O
1744,in,O,O
1745,NLP,B-TaskName,B-TaskName
1746,studies,O,O
1747,(,O,O
1748,Bastings,O,O
1749,and,O,O
1750,Fil-,O,O
1751,ippova,O,O
1752,",",O,O
1753,2020,O,O
1754,;,O,O
1755,Li,O,O
1756,et,O,O
1757,al,O,O
1758,.,O,O
1759,",",O,O
1760,2016,O,O
1761,;,O,O
1762,Yuan,O,O
1763,et,O,O
1764,al,O,O
1765,.,O,O
1766,",",O,O
1767,2019,O,O
1768,),O,O
1769,.,O,O
1770,These,O,O
1771,methods,O,O
1772,are,O,O
1773,based,O,O
1774,on,O,O
1775,computing,O,O
1776,the,O,O
1777,first-,O,O
1778,order,O,O
1779,derivative,O,O
1780,of,O,O
1781,the,O,O
1782,output,O,O
1783,logit,O,O
1784,yw.r.t,O,O
1785,.,O,O
1786,the,O,O
1787,input,O,O
1788,embedding,O,B-HyperparameterName
1789,h,O,O
1790,(,O,O
1791,initial,O,O
1792,hidden,O,B-HyperparameterName
1793,states,O,O
1794,),O,O
1795,",",O,O
1796,where,O,O
1797,ccould,O,O
1798,be,O,O
1799,true,O,O
1800,class,O,O
1801,label,O,O
1802,to,O,O
1803,find,O,O
1804,the,O,O
1805,most,O,O
1806,impor-,O,O
1807,tant,O,O
1808,input,O,O
1809,features,O,B-TaskName
1810,or,O,O
1811,the,O,O
1812,predicted,O,O
1813,class,O,O
1814,to,O,O
1815,interpret,O,O
1816,model,O,O
1817,’s,O,O
1818,behavior,O,O
1819,.,O,O
1820,After,O,O
1821,taking,O,O
1822,the,O,O
1823,norm,O,O
1824,of,O,O
1825,output,O,O
1826,derivatives,O,O
1827,",",O,O
1828,we,O,O
1829,get,O,O
1830,sensitivity,O,O
1831,(,O,O
1832,Ancona,O,O
1833,et,O,O
1834,al,O,O
1835,.,O,O
1836,",",O,O
1837,2018,O,O
1838,),O,O
1839,",",O,O
1840,which,O,O
1841,indicates,O,O
1842,the,O,O
1843,changes,O,O
1844,in,O,O
1845,model,O,O
1846,’s,O,O
1847,output,O,O
1848,with,O,O
1849,respect,O,O
1850,to,O,O
1851,the,O,O
1852,changes,O,O
1853,in,O,O
1854,specific,O,O
1855,input,O,O
1856,dimensions,O,O
1857,.,O,O
1858,Instead,O,O
1859,",",O,O
1860,by,O,O
1861,multiplying,O,O
1862,gradients,O,O
1863,with,O,O
1864,input,O,O
1865,fea-,O,O
1866,tures,O,O
1867,",",O,O
1868,we,O,O
1869,arrive,O,O
1870,at,O,O
1871,gradient,O,O
1872,×input,O,O
1873,(,O,O
1874,Bastings,O,O
1875,and,O,O
1876,Filippova,O,O
1877,",",O,O
1878,2020,O,O
1879,),O,O
1880,",",O,O
1881,also,O,O
1882,known,O,O
1883,as,O,O
1884,saliency,O,O
1885,",",O,O
1886,which,O,O
1887,also,O,O
1888,considers,O,O
1889,the,O,O
1890,direction,O,O
1891,of,O,O
1892,input,O,O
1893,vectors,O,O
1894,to,O,O
1895,de-,O,O
1896,termine,O,O
1897,the,O,O
1898,most,O,O
1899,important,O,O
1900,tokens,O,B-HyperparameterName
1901,.,O,O
1902,Since,O,O
1903,these,O,O
1904,scores,O,O
1905,are,O,O
1906,computed,O,O
1907,for,O,O
1908,each,O,O
1909,dimension,O,O
1910,of,O,O
1911,embed-,O,O
1912,ding,O,O
1913,vectors,O,O
1914,",",O,O
1915,an,O,O
1916,aggregation,O,O
1917,method,O,O
1918,such,O,O
1919,as,O,O
1920,L2,O,O
1921,norm,O,O
1922,or,O,O
1923,mean,O,O
1924,is,O,O
1925,needed,O,O
1926,to,O,O
1927,produce,O,O
1928,one,O,O
1929,score,O,O
1930,per,O,O
1931,input,O,O
1932,token,O,O
1933,(,O,O
1934,Atanasova,O,O
1935,et,O,O
1936,al,O,O
1937,.,O,O
1938,",",O,O
1939,2020a,O,O
1940,),O,O
1941,:,O,O
1942,S=∥∂y,O,O
1943,∂h⊙h∥,O,O
1944,(,O,O
1945,2,O,O
1946,),O,O
1947,3,O,B-HyperparameterValue
1948,Methodology,O,O
1949,As,O,O
1950,shown,O,O
1951,in,O,O
1952,Figure,O,O
1953,1,O,B-HyperparameterValue
1954,",",O,O
1955,our,O,O
1956,approach,O,O
1957,relies,O,O
1958,on,O,O
1959,drop-,O,O
1960,ping,O,O
1961,low,O,B-TaskName
1962,contributing,O,O
1963,tokens,O,B-HyperparameterName
1964,in,O,O
1965,each,O,O
1966,layer,O,O
1967,and,O,O
1968,passing,O,O
1969,only,O,O
1970,the,O,O
1971,more,O,O
1972,important,O,O
1973,ones,O,O
1974,to,O,O
1975,the,O,O
1976,next,O,O
1977,.,O,O
1978,Therefore,O,O
1979,",",O,O
1980,one,O,O
1981,important,O,O
1982,step,O,O
1983,is,O,O
1984,to,O,O
1985,measure,O,O
1986,the,O,O
1987,im-,O,O
1988,portance,O,O
1989,of,O,O
1990,each,O,O
1991,token,O,O
1992,.,O,O
1993,To,O,O
1994,this,O,O
1995,end,O,O
1996,",",O,O
1997,we,O,O
1998,opted,O,O
1999,for,O,O
2000,saliency,O,O
2001,scores,O,O
2002,which,O,O
2003,have,O,O
2004,been,O,O
2005,recently,O,O
2006,shownas,O,O
2007,a,O,O
2008,reliable,O,O
2009,criterion,O,O
2010,in,O,O
2011,measuring,O,O
2012,token,O,O
2013,’s,O,O
2014,con-,O,O
2015,tributions,O,O
2016,(,O,O
2017,Bastings,O,O
2018,and,O,O
2019,Filippova,O,O
2020,",",O,O
2021,2020,O,O
2022,;,O,O
2023,Pascual,O,O
2024,et,O,O
2025,al,O,O
2026,.,O,O
2027,",",O,O
2028,2021,O,O
2029,),O,O
2030,.,O,O
2031,In,O,O
2032,Section,O,O
2033,5.1,O,O
2034,we,O,O
2035,will,O,O
2036,show,O,O
2037,results,O,O
2038,for,O,O
2039,a,O,O
2040,series,O,O
2041,quantitative,O,O
2042,analyses,O,O
2043,that,O,O
2044,supports,O,O
2045,this,O,O
2046,choice,O,O
2047,.,O,O
2048,In,O,O
2049,what,O,O
2050,follows,O,O
2051,",",O,O
2052,we,O,O
2053,first,O,O
2054,describe,O,O
2055,how,O,O
2056,we,O,O
2057,estimate,O,O
2058,saliency,O,O
2059,scores,O,O
2060,at,O,O
2061,inference,O,O
2062,time,O,O
2063,using,O,O
2064,a,O,O
2065,set,O,O
2066,of,O,O
2067,Contribution,B-MethodName,B-MethodName
2068,Predictors,I-MethodName,I-MethodName
2069,(,O,O
2070,CPs,O,B-MethodName
2071,),O,O
2072,and,O,O
2073,then,O,O
2074,elab-,O,O
2075,orate,O,O
2076,on,O,O
2077,how,O,O
2078,we,O,O
2079,leverage,O,O
2080,these,O,O
2081,predictors,O,O
2082,during,O,O
2083,inference,O,O
2084,(,O,O
2085,Section,O,O
2086,3.2,O,B-MetricName
2087,),O,O
2088,and,O,O
2089,training,O,O
2090,(,O,O
2091,Section,O,O
2092,3.3,O,B-MetricValue
2093,),O,O
2094,.,O,O
2095,3.1,O,B-MetricValue
2096,Contribution,B-MethodName,B-MethodName
2097,Predictor,I-MethodName,I-MethodName
2098,Computing,O,O
2099,gradients,O,O
2100,during,O,O
2101,inference,O,O
2102,is,O,O
2103,problem-,O,O
2104,atic,O,O
2105,as,O,O
2106,backpropagation,O,O
2107,computation,O,O
2108,prolongs,O,O
2109,in-,O,O
2110,ference,O,O
2111,time,O,O
2112,",",O,O
2113,which,O,O
2114,is,O,O
2115,contrary,O,O
2116,to,O,O
2117,our,O,O
2118,main,O,O
2119,goal,O,O
2120,.,O,O
2121,To,O,O
2122,circumvent,O,O
2123,this,O,O
2124,",",O,O
2125,we,O,O
2126,simply,O,O
2127,add,O,O
2128,a,O,O
2129,CP,B-MethodName,B-MethodName
2130,after,O,O
2131,each,O,O
2132,layer,O,O
2133,ℓin,O,O
2134,the,O,O
2135,model,O,O
2136,to,O,O
2137,estimate,O,O
2138,contribution,O,O
2139,score,O,O
2140,for,O,O
2141,each,O,O
2142,token,O,O
2143,representation,O,O
2144,",",O,O
2145,i.e.,O,O
2146,",",O,O
2147,.,O,O
2148,The,O,O
2149,model,O,O
2150,then,O,O
2151,decides,O,O
2152,on,O,O
2153,the,O,O
2154,tokens,O,B-HyperparameterName
2155,that,O,O
2156,should,O,O
2157,be,O,O
2158,passed,O,O
2159,to,O,O
2160,the,O,O
2161,next,O,O
2162,layer,O,O
2163,based,O,O
2164,on,O,O
2165,the,O,O
2166,values,O,O
2167,of,O,O
2168,.,O,O
2169,CP,B-MethodName,B-MethodName
2170,com-,O,O
2171,putesfor,O,O
2172,each,O,O
2173,token,O,O
2174,using,O,O
2175,an,O,O
2176,MLP,O,B-MethodName
2177,followed,O,O
2178,by,O,O
2179,a,O,O
2180,softmax,O,O
2181,activation,O,O
2182,function,O,O
2183,.,O,O
2184,We,O,O
2185,argue,O,O
2186,that,O,O
2187,",",O,O
2188,despite,O,O
2189,being,O,O
2190,limited,O,O
2191,in,O,O
2192,learning,O,B-HyperparameterName
2193,capacity,O,O
2194,",",O,O
2195,the,O,O
2196,MLP,O,B-MethodName
2197,is,O,O
2198,sufficient,O,O
2199,for,O,O
2200,estimating,O,O
2201,scores,O,O
2202,that,O,O
2203,are,O,O
2204,more,O,O
2205,gen-,O,O
2206,eralized,O,O
2207,and,O,O
2208,relevant,O,O
2209,than,O,O
2210,vanilla,O,O
2211,saliency,O,O
2212,values,O,O
2213,.,O,O
2214,We,O,O
2215,will,O,O
2216,present,O,O
2217,a,O,O
2218,quantitative,O,O
2219,analysis,O,O
2220,on,O,O
2221,this,O,O
2222,topic,O,B-TaskName
2223,in,O,O
2224,Section,O,O
2225,5,O,B-HyperparameterValue
2226,.,O,O
2227,3.2,O,B-MetricName
2228,Model,O,B-MetricName
2229,Inference,O,O
2230,Most,O,O
2231,BERT,B-MethodName,B-MethodName
2232,-,O,I-MethodName
2233,based,O,O
2234,models,O,O
2235,consist,O,O
2236,of,O,O
2237,Lencoder,O,O
2238,layers,O,B-HyperparameterName
2239,.,O,O
2240,The,O,O
2241,input,O,O
2242,sequence,O,O
2243,of,O,O
2244,ntokens,O,O
2245,is,O,O
2246,usually,O,O
2247,passed,O,O
2248,through,O,O
2249,an,O,O
2250,embedding,O,B-HyperparameterName
2251,layer,O,O
2252,to,O,O
2253,build,O,O
2254,the,O,O
2255,initial,O,O
2256,hidden,O,B-HyperparameterName
2257,states,O,O
2258,of,O,O
2259,the,O,O
2260,model,O,O
2261,h.,O,O
2262,Each,O,O
2263,encoder,O,O
2264,layer,O,O
2265,then,O,O
2266,produces,O,O
2267,the,O,O
2268,next,O,O
2269,hidden,O,B-HyperparameterName
2270,states,O,O
2271,using,O,O
2272,the3ones,O,O
2273,from,O,O
2274,the,O,O
2275,previous,O,O
2276,layer,O,O
2277,:,O,O
2278,h,O,O
2279,=,O,O
2280,Encoder,O,O
2281,(,O,O
2282,h,O,O
2283,),O,O
2284,(,O,O
2285,3,O,B-HyperparameterValue
2286,),O,I-HyperparameterValue
2287,In,O,O
2288,our,O,O
2289,approach,O,O
2290,",",O,O
2291,we,O,O
2292,eliminate,O,O
2293,less,O,O
2294,contribut-,O,O
2295,ing,O,O
2296,token,O,O
2297,representations,O,O
2298,before,O,O
2299,delivering,O,O
2300,hidden,O,B-HyperparameterName
2301,states,O,O
2302,to,O,O
2303,the,O,O
2304,next,O,O
2305,encoder,O,O
2306,.,O,O
2307,Tokens,O,O
2308,are,O,O
2309,selected,O,O
2310,based,O,O
2311,on,O,O
2312,the,O,O
2313,contribution,O,O
2314,scoresobtained,O,O
2315,from,O,O
2316,the,O,O
2317,CP,B-MethodName,B-MethodName
2318,of,O,O
2319,the,O,O
2320,corresponding,O,O
2321,layer,O,O
2322,ℓ.,O,O
2323,As,O,O
2324,the,O,O
2325,sum,O,O
2326,of,O,O
2327,these,O,O
2328,scores,O,O
2329,is,O,O
2330,equal,O,O
2331,to,O,O
2332,one,O,O
2333,",",O,O
2334,a,O,O
2335,uniform,O,O
2336,level,O,O
2337,indicates,O,O
2338,that,O,O
2339,all,O,O
2340,tokens,O,B-HyperparameterName
2341,contribute,O,O
2342,equally,O,O
2343,to,O,O
2344,the,O,O
2345,prediction,O,O
2346,and,O,O
2347,should,O,O
2348,be,O,O
2349,retained,O,O
2350,.,O,O
2351,On,O,O
2352,the,O,O
2353,other,O,O
2354,hand,O,O
2355,",",O,O
2356,the,O,O
2357,lower,O,O
2358,-,O,O
2359,scoring,O,O
2360,tokens,O,B-HyperparameterName
2361,could,O,I-HyperparameterName
2362,be,O,O
2363,viewed,O,O
2364,as,O,O
2365,unnecessary,O,O
2366,tokens,O,B-HyperparameterName
2367,if,O,O
2368,the,O,O
2369,contribution,O,O
2370,scores,O,O
2371,are,O,O
2372,concentrated,O,O
2373,only,O,O
2374,on,O,O
2375,a,O,O
2376,subset,O,B-MethodName
2377,of,O,O
2378,tokens,O,B-HyperparameterName
2379,.,O,O
2380,Given,O,O
2381,that,O,O
2382,the,O,O
2383,final,O,O
2384,classification,O,O
2385,head,O,O
2386,uses,O,O
2387,the,O,O
2388,last,O,O
2389,hid-,O,O
2390,den,O,O
2391,state,O,O
2392,of,O,O
2393,the,O,O
2394,[,O,O
2395,CLS,O,O
2396,],O,O
2397,token,O,O
2398,",",O,O
2399,we,O,O
2400,preserve,O,O
2401,this,O,O
2402,token,O,O
2403,’s,O,O
2404,representation,O,O
2405,in,O,O
2406,all,O,O
2407,layers,O,B-HyperparameterName
2408,.,O,O
2409,Despite,O,O
2410,pre-,O,O
2411,serving,O,O
2412,this,O,O
2413,",",O,O
2414,other,O,O
2415,tokens,O,B-HyperparameterName
2416,might,O,O
2417,be,O,O
2418,removed,O,O
2419,from,O,O
2420,a,O,O
2421,layer,O,O
2422,when,O,O
2423,[,O,O
2424,CLS,O,O
2425,],O,O
2426,has,O,O
2427,a,O,O
2428,significantly,O,O
2429,high,O,O
2430,esti-,O,O
2431,mated,O,O
2432,contribution,O,O
2433,score,O,O
2434,than,O,O
2435,others,O,O
2436,.,O,O
2437,Based,O,O
2438,on,O,O
2439,this,O,O
2440,intuition,O,O
2441,",",O,O
2442,we,O,O
2443,define,O,O
2444,a,O,O
2445,cutoff,O,O
2446,threshold,O,B-HyperparameterName
2447,based,O,O
2448,on,O,O
2449,the,O,O
2450,uniform,O,O
2451,level,O,O
2452,as,O,O
2453,:,O,O
2454,δ,O,B-HyperparameterName
2455,=,O,O
2456,η·,O,O
2457,/,O,O
2458,with0,O,O
2459,<,O,B-MetricValue
2460,η≤1to,O,O
2461,distinguish,O,O
2462,important,O,O
2463,tokens,O,B-HyperparameterName
2464,.,O,O
2465,Tokens,O,O
2466,are,O,O
2467,consid-,O,O
2468,ered,O,O
2469,important,O,O
2470,if,O,O
2471,their,O,O
2472,contribution,O,O
2473,score,O,O
2474,exceeds,O,O
2475,δ,O,B-HyperparameterName
2476,(,O,O
2477,which,O,O
2478,is,O,O
2479,a,O,O
2480,value,O,O
2481,equal,O,O
2482,or,O,O
2483,smaller,O,O
2484,than,O,O
2485,the,O,O
2486,uniform,O,O
2487,score,O,O
2488,),O,O
2489,.,O,O
2490,Intuitively,O,O
2491,",",O,O
2492,a,O,O
2493,larger,O,O
2494,ηprovides,O,O
2495,a,O,O
2496,higher,O,O
2497,δ,O,B-HyperparameterName
2498,cutoff,O,O
2499,level,O,O
2500,",",O,O
2501,thereby,O,O
2502,dropping,O,O
2503,a,O,O
2504,larger,O,O
2505,number,O,O
2506,of,O,O
2507,tokens,O,B-HyperparameterName
2508,",",O,O
2509,hence,O,O
2510,",",O,O
2511,yielding,O,O
2512,more,O,O
2513,speedup,O,O
2514,.,O,O
2515,The,O,O
2516,value,O,O
2517,ofηdetermines,O,O
2518,the,O,O
2519,extent,O,O
2520,to,O,O
2521,which,O,O
2522,we,O,O
2523,can,O,O
2524,rely,O,O
2525,on,O,O
2526,CP,O,B-MethodName
2527,’s,O,O
2528,estimations,O,O
2529,.,O,O
2530,In,O,O
2531,case,O,O
2532,the,O,O
2533,estimations,O,O
2534,of,O,O
2535,CP,O,B-MethodName
2536,are,O,O
2537,deemed,O,O
2538,to,O,O
2539,be,O,O
2540,inaccurate,O,O
2541,",",O,O
2542,its,O,O
2543,impact,O,O
2544,can,O,O
2545,be,O,O
2546,reduced,O,O
2547,by,O,O
2548,lowering,O,O
2549,η,O,B-HyperparameterName
2550,.,O,O
2551,We,O,O
2552,train,O,O
2553,each,O,O
2554,layer,O,O
2555,’s,O,O
2556,η,O,B-HyperparameterName
2557,using,O,O
2558,an,O,O
2559,auxiliary,O,O
2560,training,O,O
2561,objective,O,O
2562,",",O,O
2563,which,O,O
2564,allows,O,O
2565,the,O,O
2566,model,O,O
2567,to,O,O
2568,adjust,O,O
2569,the,O,O
2570,cutoff,O,O
2571,value,O,O
2572,to,O,O
2573,control,O,O
2574,the,O,O
2575,speedup,O,O
2576,-,O,O
2577,performance,O,O
2578,tradeoff,O,O
2579,.,O,O
2580,Also,O,O
2581,",",O,O
2582,since,O,O
2583,each,O,O
2584,input,O,O
2585,instance,O,O
2586,has,O,O
2587,a,O,O
2588,different,O,O
2589,computational,O,O
2590,path,O,O
2591,during,O,O
2592,token,O,O
2593,removal,O,O
2594,process,O,O
2595,",",O,O
2596,it,O,O
2597,is,O,O
2598,obvious,O,O
2599,that,O,O
2600,at,O,O
2601,inference,O,O
2602,time,O,O
2603,",",O,O
2604,the,O,O
2605,batch,O,B-HyperparameterName
2606,size,O,I-HyperparameterName
2607,should,O,O
2608,be,O,O
2609,equal,O,O
2610,to,O,O
2611,one,O,O
2612,(,O,O
2613,single,O,O
2614,instance,O,O
2615,usage,O,O
2616,),O,O
2617,",",O,O
2618,similarly,O,O
2619,to,O,O
2620,other,O,O
2621,dynamic,O,O
2622,approaches,O,O
2623,(,O,O
2624,Zhou,O,O
2625,et,O,O
2626,al,O,O
2627,.,O,O
2628,",",O,O
2629,2020,O,O
2630,;,O,O
2631,Liu,O,O
2632,et,O,O
2633,al,O,O
2634,.,O,O
2635,",",O,O
2636,2020,O,O
2637,;,O,O
2638,Ye,O,O
2639,et,O,O
2640,al,O,O
2641,.,O,O
2642,",",O,O
2643,2021,O,O
2644,;,O,O
2645,Eyzaguirre,O,O
2646,et,O,O
2647,al,O,O
2648,.,O,O
2649,",",O,O
2650,2021,O,O
2651,;,O,O
2652,Xin,O,O
2653,et,O,O
2654,al,O,O
2655,.,O,O
2656,",",O,O
2657,2020,O,O
2658,),O,O
2659,.,O,O
2660,3.3,O,B-MetricValue
2661,Model,O,B-MetricName
2662,Training,O,O
2663,Training,O,O
2664,consists,O,O
2665,of,O,O
2666,three,O,O
2667,phases,O,O
2668,:,O,O
2669,initial,O,O
2670,fine-,O,O
2671,tuning,O,O
2672,",",O,O
2673,saliency,O,O
2674,extraction,O,O
2675,",",O,O
2676,and,O,O
2677,adaptive,O,O
2678,length,O,O
2679,re-,O,O
2680,training,O,O
2681,.,O,O
2682,In,O,O
2683,the,O,O
2684,first,O,O
2685,phase,O,O
2686,",",O,O
2687,we,O,O
2688,simply,O,O
2689,fine,O,B-TaskName
2690,-,O,O
2691,tune,O,O
2692,the,O,O
2693,backbone,O,O
2694,model,O,O
2695,(,O,O
2696,BERT,B-MethodName,B-MethodName
2697,),O,O
2698,on,O,O
2699,a,O,O
2700,given,O,O
2701,target,O,O
2702,task,O,O
2703,.,O,O
2704,We,O,O
2705,then,O,O
2706,extract,O,O
2707,the,O,O
2708,saliencies,O,O
2709,of,O,O
2710,three,O,O
2711,top,O,O
2712,-,O,O
2713,perfroming,O,O
2714,checkpoints,O,O
2715,from,O,O
2716,the,O,O
2717,fine,O,B-TaskName
2718,-,O,O
2719,tuning,O,O
2720,process,O,O
2721,and,O,O
2722,com-,O,O
2723,pute,O,O
2724,the,O,O
2725,average,O,B-MetricName
2726,of,O,O
2727,them,O,O
2728,to,O,O
2729,mitigate,O,O
2730,potential,O,O
2731,in-,O,O
2732,consistencies,O,O
2733,in,O,O
2734,saliency,O,O
2735,scores,O,O
2736,(,O,O
2737,cf,O,O
2738,.,O,O
2739,Section,O,O
2740,2.2,O,B-MetricValue
2741,),O,O
2742,.,O,O
2743,The,O,O
2744,final,O,O
2745,step,O,O
2746,is,O,O
2747,to,O,O
2748,train,O,O
2749,a,O,O
2750,pre,O,O
2751,-,O,O
2752,trained,O,O
2753,model,O,O
2754,us-,O,O
2755,ing,O,O
2756,an,O,O
2757,adaptive,O,O
2758,length,O,O
2759,reduction,O,O
2760,procedure,O,O
2761,.,O,O
2762,In,O,O
2763,this,O,O
2764,phase,O,O
2765,",",O,O
2766,a,O,O
2767,non,O,O
2768,-,O,O
2769,linear,O,O
2770,function,O,O
2771,gradually,O,O
2772,fades,O,O
2773,out,O,O
2774,the,O,O
2775,representations,O,O
2776,throughout,O,O
2777,the,O,O
2778,training,O,O
2779,pro-,O,O
2780,cess,O,O
2781,.,O,O
2782,Each,O,O
2783,CP,B-MethodName,B-MethodName
2784,is,O,O
2785,jointly,O,O
2786,trained,O,O
2787,with,O,O
2788,the,O,O
2789,rest,O,O
2790,of,O,O
2791,the,O,O
2792,model,O,O
2793,using,O,O
2794,the,O,O
2795,saliencies,O,O
2796,extracted,O,O
2797,in,O,O
2798,the,O,O
2799,pre-,O,O
2800,vious,O,O
2801,phase,O,O
2802,alongside,O,O
2803,with,O,O
2804,the,O,O
2805,target,O,O
2806,task,O,O
2807,labels,O,O
2808,.,O,O
2809,We,O,O
2810,also,O,O
2811,define,O,O
2812,a,O,O
2813,speedup,O,O
2814,tuning,O,O
2815,objective,O,O
2816,to,O,O
2817,deter-,O,O
2818,mine,O,O
2819,the,O,O
2820,thresholds,O,O
2821,(,O,O
2822,via,O,O
2823,tuning,O,O
2824,η,O,B-HyperparameterName
2825,),O,O
2826,to,O,O
2827,control,O,O
2828,the,O,O
2829,performance,O,O
2830,-,O,O
2831,speedup,O,O
2832,trade,O,O
2833,-,O,O
2834,off,O,O
2835,.,O,O
2836,In,O,O
2837,the,O,O
2838,following,O,O
2839,",",O,O
2840,we,O,O
2841,elaborate,O,O
2842,on,O,O
2843,the,O,O
2844,procedure,O,O
2845,.,O,O
2846,Soft,B-MethodName,B-MethodName
2847,-,I-MethodName,I-MethodName
2848,removal,I-MethodName,I-MethodName
2849,function,I-MethodName,I-MethodName
2850,.,O,O
2851,During,O,O
2852,training,O,O
2853,",",O,O
2854,if,O,O
2855,to-,O,O
2856,kens,O,O
2857,are,O,O
2858,immediately,O,O
