id,input,ner_tags,pred
1476,al,O,O
1477,.,O,O
1478,",",O,O
1479,2022,O,O
1480,),O,O
1481,and,O,O
1482,(,O,O
1483,Wu,O,O
1484,et,O,O
1485,al,O,O
1486,.,O,O
1487,",",O,O
1488,2021,O,O
1489,),O,O
1490,),O,O
1491,",",O,O
1492,we,O,O
1493,chose,O,O
1494,Wu,O,O
1495,et,O,O
1496,al,O,O
1497,.,O,O
1498,(,O,O
1499,2021,O,O
1500,),O,O
1501,’s,O,O
1502,system,O,O
1503,as,O,O
1504,our,O,O
1505,baseline,O,O
1506,system,O,O
1507,for,O,O
1508,conducting,O,O
1509,the,O,O
1510,DAL,B-MethodName,B-TaskName
1511,experiments,O,O
1512,because,O,O
1513,of,O,O
1514,its,O,O
1515,successful,O,O
1516,results,O,O
1517,on,O,O
1518,the,O,O
1519,utilized,O,O
1520,dataset,O,O
1521,.,O,O
1522,This,O,O
1523,is,O,O
1524,a,O,O
1525,transformer,O,O
1526,-,O,O
1527,based,O,O
1528,model,O,O
1529,that,O,O
1530,outperformed,O,O
1531,existing,O,O
1532,sequence,O,B-MethodName
1533,-,O,I-MethodName
1534,to,O,I-MethodName
1535,-,O,I-MethodName
1536,sequence,O,O
1537,models,O,O
1538,based,O,O
1539,on,O,O
1540,RNN,O,B-MethodName
1541,for,O,O
1542,character,O,B-TaskName
1543,-,O,I-TaskName
1544,level,O,I-TaskName
1545,transduction,O,I-TaskName
1546,tasks,O,O
1547,",",O,O
1548,such,O,O
1549,as794morphological,B-MethodName,O
1550,inflection,I-MethodName,B-TaskName
1551,generation,I-MethodName,I-TaskName
1552,",",O,O
1553,and,O,O
1554,achieved,O,O
1555,state,O,O
1556,-,O,O
1557,of,O,O
1558,-,O,O
1559,the,O,O
1560,-,O,O
1561,art,O,O
1562,results,O,O
1563,.,O,O
1564,Due,O,O
1565,to,O,O
1566,the,O,O
1567,fact,O,O
1568,that,O,O
1569,in,O,O
1570,character,O,B-TaskName
1571,-,O,I-TaskName
1572,level,O,I-TaskName
1573,transduction,O,I-TaskName
1574,tasks,O,O
1575,",",O,O
1576,the,O,O
1577,dataset,O,O
1578,sizes,O,O
1579,are,O,O
1580,significantly,O,O
1581,smaller,O,O
1582,than,O,O
1583,other,O,O
1584,tasks,O,O
1585,like,O,O
1586,machine,O,B-TaskName
1587,translation,O,I-TaskName
1588,",",O,O
1589,they,O,O
1590,have,O,O
1591,proposed,O,O
1592,a,O,O
1593,smaller,O,O
1594,transformer,O,O
1595,.,O,O
1596,In,O,O
1597,the,O,O
1598,next,O,O
1599,subsection,O,O
1600,",",O,O
1601,we,O,O
1602,will,O,O
1603,describe,O,O
1604,our,O,O
1605,proposed,O,O
1606,algorithm,O,O
1607,.,O,O
1608,5.2,O,O
1609,Active,O,O
1610,Learning,O,O
1611,Method,O,O
1612,In,O,O
1613,this,O,O
1614,research,O,O
1615,",",O,O
1616,we,O,O
1617,have,O,O
1618,used,O,O
1619,the,O,O
1620,pool,O,B-MethodName
1621,-,O,O
1622,based,O,O
1623,AL,O,O
1624,method,O,O
1625,in,O,O
1626,combination,O,O
1627,with,O,O
1628,the,O,O
1629,entropy,O,O
1630,strategy,O,O
1631,and,O,O
1632,clustering,O,O
1633,to,O,O
1634,determine,O,O
1635,uncertain,O,O
1636,samples,O,O
1637,based,O,O
1638,on,O,O
1639,the,O,O
1640,model,O,O
1641,’s,O,O
1642,prediction,O,O
1643,preserving,O,O
1644,the,O,O
1645,diversity,O,O
1646,of,O,O
1647,chosen,O,O
1648,samples,O,O
1649,.,O,O
1650,The,O,O
1651,AL,B-MethodName,B-MethodName
1652,method,O,O
1653,considers,O,O
1654,all,O,O
1655,the,O,O
1656,available,O,O
1657,data,O,O
1658,of,O,O
1659,the,O,O
1660,pool,O,O
1661,",",O,O
1662,U,O,O
1663,",",O,O
1664,which,O,O
1665,contains,O,O
1666,"13,170samples",O,O
1667,",",O,O
1668,unannotated,O,O
1669,.,O,O
1670,Initially,O,O
1671,",",O,O
1672,about,O,O
1673,10,O,O
1674,%,O,O
1675,of,O,O
1676,the,O,O
1677,samples,O,O
1678,(,O,O
1679,i.e.,O,O
1680,",",O,O
1681,"1,400",O,O
1682,samples,O,O
1683,),O,O
1684,are,O,O
1685,chosen,O,O
1686,randomly,O,O
1687,from,O,O
1688,Ufor,O,O
1689,the,O,O
1690,data,O,O
1691,annotation,O,O
1692,process,O,O
1693,.,O,O
1694,In,O,O
1695,the,O,O
1696,first,O,O
1697,cycle,O,O
1698,of,O,O
1699,training,O,O
1700,the,O,O
1701,model,O,O
1702,",",O,O
1703,500samples,O,B-HyperparameterValue
1704,from,O,O
1705,these,O,O
1706,"1,400annotated",O,B-HyperparameterValue
1707,samples,O,O
1708,are,O,O
1709,used,O,O
1710,for,O,O
1711,tuning,O,O
1712,",",O,O
1713,T,O,O
1714,",",O,O
1715,and,O,O
1716,the,O,O
1717,rest,O,O
1718,of,O,O
1719,the,O,O
1720,labeled,O,O
1721,samples,O,O
1722,(,O,O
1723,i.e.,O,O
1724,",",O,O
1725,900samples,O,B-HyperparameterValue
1726,),O,O
1727,are,O,O
1728,used,O,O
1729,as,O,O
1730,the,O,O
1731,initial,O,O
1732,training,O,O
1733,dataset,O,O
1734,",",O,O
1735,L.,O,O
1736,The,O,O
1737,tune,O,O
1738,dataset,O,O
1739,is,O,O
1740,fixed,O,O
1741,throughout,O,O
1742,the,O,O
1743,procedure,O,O
1744,and,O,O
1745,determines,O,O
1746,the,O,O
1747,model,O,O
1748,with,O,O
1749,the,O,O
1750,highest,O,O
1751,accuracy,O,B-MetricName
1752,during,O,O
1753,each,O,O
1754,AL,O,B-TaskName
1755,training,O,O
1756,cycle,O,O
1757,.,O,O
1758,However,O,O
1759,",",O,O
1760,the,O,O
1761,training,O,O
1762,dataset,O,O
1763,",",O,O
1764,L,O,O
1765,",",O,O
1766,is,O,O
1767,increased,O,O
1768,by,O,O
1769,δsamples,O,B-HyperparameterName
1770,(,O,O
1771,i.e.,O,O
1772,",",O,O
1773,250samples,O,B-HyperparameterValue
1774,),O,O
1775,per,O,O
1776,training,O,B-HyperparameterName
1777,cycle,O,I-HyperparameterName
1778,.,O,O
1779,After,O,O
1780,training,O,O
1781,the,O,O
1782,model,O,O
1783,on,O,O
1784,the,O,O
1785,Ldataset,O,B-DatasetName
1786,for,O,O
1787,the,O,O
1788,first,O,O
1789,time,O,O
1790,",",O,O
1791,all,O,O
1792,the,O,O
1793,pool,O,O
1794,samples,O,O
1795,are,O,O
1796,passed,O,O
1797,to,O,O
1798,the,O,O
1799,model,O,O
1800,for,O,O
1801,prediction,O,O
1802,.,O,O
1803,For,O,O
1804,each,O,O
1805,UR,O,O
1806,",",O,O
1807,the,O,O
1808,probability,O,O
1809,values,O,O
1810,are,O,O
1811,determined,O,O
1812,by,O,O
1813,computing,O,O
1814,the,O,O
1815,softmax,O,B-HyperparameterName
1816,of,O,O
1817,the,O,O
1818,model,O,O
1819,’s,O,O
1820,output,O,O
1821,logits,O,O
1822,.,O,O
1823,Most,O,O
1824,data,O,O
1825,sampling,O,O
1826,strategies,O,O
1827,in,O,O
1828,the,O,O
1829,AL,B-MethodName,B-TaskName
1830,method,O,O
1831,are,O,O
1832,based,O,O
1833,on,O,O
1834,some,O,O
1835,uncertainty,O,O
1836,criteria,O,O
1837,.,O,O
1838,In,O,O
1839,the,O,O
1840,case,O,O
1841,of,O,O
1842,sequence,O,O
1843,-,O,O
1844,to,O,O
1845,-,O,O
1846,sequence,O,O
1847,models,O,O
1848,focusing,O,O
1849,on,O,O
1850,character,O,O
1851,-,O,O
1852,level,O,O
1853,tasks,O,O
1854,",",O,O
1855,the,O,O
1856,sampling,O,O
1857,method,O,O
1858,based,O,O
1859,on,O,O
1860,entropy,O,O
1861,criteria,O,O
1862,is,O,O
1863,a,O,O
1864,suitable,O,O
1865,choice,O,O
1866,for,O,O
1867,uncertainty,O,O
1868,detection,O,O
1869,.,O,O
1870,The,O,O
1871,output,O,O
1872,logits,O,O
1873,for,O,O
1874,each,O,O
1875,character,O,O
1876,of,O,O
1877,the,O,O
1878,predicted,O,O
1879,SF,O,O
1880,word,O,O
1881,",",O,O
1882,w,O,O
1883,",",O,O
1884,corresponds,O,O
1885,to,O,O
1886,the,O,O
1887,elements,O,O
1888,of,O,O
1889,a,O,O
1890,character,O,O
1891,vocabulary,O,O
1892,generated,O,O
1893,according,O,O
1894,to,O,O
1895,the,O,O
1896,predicted,O,O
1897,SF,O,O
1898,words,O,O
1899,.,O,O
1900,Using,O,O
1901,Equation,O,O
1902,(,O,O
1903,1,O,O
1904,),O,O
1905,",",O,O
1906,each,O,O
1907,set,O,O
1908,of,O,O
1909,logits,O,O
1910,",",O,O
1911,ch,O,O
1912,",",O,O
1913,is,O,O
1914,used,O,O
1915,to,O,O
1916,calculate,O,O
1917,the,O,O
1918,probability,O,O
1919,vector,O,O
1920,of,O,O
1921,a,O,O
1922,character,O,O
1923,in,O,O
1924,w.,O,O
1925,Here,O,O
1926,",",O,O
1927,P,O,O
1928,(,O,O
1929,ch,O,O
1930,),O,O
1931,is,O,O
1932,the,O,O
1933,probability,O,O
1934,value,O,O
1935,of,O,O
1936,the,O,O
1937,ielement,O,O
1938,in,O,O
1939,the,O,O
1940,probability,O,O
1941,vector,O,O
1942,",",O,O
1943,chis,O,O
1944,the,O,O
1945,logit,O,O
1946,of,O,O
1947,the,O,O
1948,ielement,O,O
1949,",",O,O
1950,and,O,O
1951,Nis,O,O
1952,the,O,O
1953,vocabulary,O,O
1954,size,O,O
1955,.,O,O
1956,P,O,O
1957,(,O,O
1958,ch,O,O
1959,),O,O
1960,=,O,O
1961,e,O,O
1962,/,O,O
1963,summationtexte,O,O
1964,(,O,O
1965,1,O,O
1966,),O,O
1967,The,O,O
1968,entropy,O,O
1969,of,O,O
1970,a,O,O
1971,character,O,O
1972,ch,O,O
1973,",",O,O
1974,E,O,O
1975,(,O,O
1976,ch,O,O
1977,),O,O
1978,",",O,O
1979,is,O,O
1980,calculated,O,O
1981,by,O,O
1982,Equation,O,O
1983,(,O,O
1984,2,O,O
1985,),O,O
1986,based,O,O
1987,on,O,O
1988,the,O,O
1989,probability,O,O
1990,values,O,O
1991,of,O,O
1992,all,O,O
1993,possible,O,O
1994,generated,O,O
1995,characters,O,O
1996,vocabulary,O,O
1997,.,O,O
1998,E,O,O
1999,(,O,O
2000,ch,O,O
2001,),O,O
2002,=,O,O
2003,−,O,O
2004,/,O,O
2005,summationdisplayP,O,O
2006,(,O,O
2007,ch,O,O
2008,),O,O
2009,logP,O,O
2010,(,O,O
2011,ch,O,O
2012,),O,O
2013,(,O,O
2014,2,O,O
2015,),O,O
2016,Equation,O,O
2017,(,O,O
2018,3,O,O
2019,),O,O
2020,determines,O,O
2021,the,O,O
2022,entropy,O,O
2023,of,O,O
2024,the,O,O
2025,word,O,O
2026,wby,O,O
2027,choosing,O,O
2028,the,O,O
2029,maximum,O,O
2030,value,O,O
2031,among,O,O
2032,all,O,O
2033,its,O,O
2034,characters,O,O
2035,’,O,O
2036,entropy,O,O
2037,values,O,O
2038,.,O,O
2039,That,O,O
2040,is,O,O
2041,",",O,O
2042,predicted,O,O
2043,labels,O,O
2044,with,O,O
2045,the,O,O
2046,lowest,O,O
2047,confidence,O,O
2048,have,O,O
2049,the,O,O
2050,highest,O,O
2051,entropy,O,O
2052,.,O,O
2053,E,O,O
2054,(,O,O
2055,w,O,O
2056,),O,O
2057,=,O,O
2058,maxE,O,B-HyperparameterName
2059,(,O,O
2060,ch,O,O
2061,),O,O
2062,(,O,O
2063,3,O,O
2064,),O,O
2065,In,O,O
2066,each,O,O
2067,AL,O,O
2068,cycle,O,O
2069,",",O,O
2070,the,O,O
2071,trained,O,O
2072,model,O,O
2073,selects,O,O
2074,the,O,O
2075,next,O,O
2076,cycle,O,O
2077,’s,O,O
2078,additional,O,O
2079,(,O,O
2080,informative,O,O
2081,),O,O
2082,samples,O,O
2083,.,O,O
2084,δ,O,B-HyperparameterName
2085,number,O,O
2086,of,O,O
2087,UR,O,O
2088,words,O,O
2089,with,O,O
2090,the,O,O
2091,highest,O,O
2092,wentropy,O,O
2093,are,O,O
2094,sampled,O,O
2095,without,O,O
2096,replacement,O,O
2097,.,O,O
2098,According,O,O
2099,to,O,O
2100,Equation,O,O
2101,(,O,O
2102,4,O,O
2103,),O,O
2104,",",O,O
2105,these,O,O
2106,most,O,O
2107,informative,O,O
2108,samples,O,O
2109,",",O,O
2110,w,O,B-HyperparameterName
2111,",",O,O
2112,are,O,O
2113,annotated,O,O
2114,and,O,O
2115,combined,O,O
2116,with,O,O
2117,the,O,O
2118,current,O,O
2119,L,O,O
2120,dataset,O,O
2121,to,O,O
2122,be,O,O
2123,utilized,O,O
2124,by,O,O
2125,the,O,O
2126,baseline,O,O
2127,system,O,O
2128,in,O,O
2129,the,O,O
2130,next,O,O
2131,AL,O,O
2132,cycle,O,O
2133,for,O,O
2134,training,O,O
2135,.,O,O
2136,w,O,O
2137,=,O,O
2138,argmaxE,O,O
2139,(,O,O
2140,w,O,O
2141,),O,O
2142,(,O,O
2143,4,O,O
2144,),O,O
2145,We,O,O
2146,augment,O,O
2147,this,O,O
2148,approach,O,O
2149,with,O,O
2150,a,O,O
2151,clustering,O,O
2152,technique,O,O
2153,to,O,O
2154,maintain,O,O
2155,diversity,O,O
2156,during,O,O
2157,the,O,O
2158,sampling,O,O
2159,process,O,O
2160,.,O,O
2161,In,O,O
2162,this,O,O
2163,approach,O,O
2164,",",O,O
2165,αnumber,O,B-HyperparameterName
2166,of,O,O
2167,UR,O,O
2168,words,O,O
2169,",",O,O
2170,α,O,B-HyperparameterName
2171,>,O,O
2172,δ,O,B-HyperparameterName
2173,",",O,O
2174,with,O,O
2175,the,O,O
2176,highest,O,B-MetricName
2177,wentropy,O,B-MetricName
2178,are,O,O
2179,selected,O,O
2180,for,O,O
2181,clustering,O,O
2182,.,O,O
2183,The,O,O
2184,optimal,O,O
2185,number,O,O
2186,of,O,O
2187,clusters,O,O
2188,is,O,O
2189,determined,O,O
2190,by,O,O
2191,computing,O,O
2192,the,O,O
2193,sum,O,O
2194,of,O,O
2195,the,O,O
2196,squared,O,O
2197,error,O,B-MetricName
2198,(,O,O
2199,SSE,O,B-MetricName
2200,),O,O
2201,for,O,O
2202,various,O,O
2203,cluster,O,O
2204,counts,O,O
2205,",",O,O
2206,k.,O,O
2207,In,O,O
2208,each,O,O
2209,observation,O,O
2210,",",O,O
2211,S,O,O
2212,",",O,O
2213,centroids,O,O
2214,are,O,O
2215,determined,O,O
2216,by,O,O
2217,taking,O,O
2218,the,O,O
2219,mean,O,O
2220,value,O,O
2221,",",O,O
2222,µ,O,B-HyperparameterName
2223,",",O,O
2224,of,O,O
2225,all,O,O
2226,the,O,O
2227,points,O,O
2228,",",O,O
2229,w,O,O
2230,",",O,O
2231,in,O,O
2232,each,O,O
2233,cluster,O,O
2234,.,O,O
2235,The,O,O
2236,sum,O,O
2237,of,O,O
2238,the,O,O
2239,deviation,O,O
2240,of,O,O
2241,the,O,O
2242,points,O,O
2243,from,O,O
2244,centroids,O,O
2245,for,O,O
2246,all,O,O
2247,clusters,O,O
2248,combined,O,O
2249,determines,O,O
2250,SSE,O,B-MetricName
2251,.,O,O
2252,An,O,O
2253,observation,O,O
2254,’s,O,O
2255,cluster,O,O
2256,count,O,O
2257,",",O,O
2258,k,O,O
2259,",",O,O
2260,is,O,O
2261,optimal,O,O
2262,only,O,O
2263,if,O,O
2264,its,O,O
2265,SSE,O,B-MetricName
2266,is,O,O
2267,minimal,O,O
2268,among,O,O
2269,all,O,O
2270,observations,O,O
2271,.,O,O
2272,SSE,O,B-MethodName
2273,=,O,O
2274,/,O,O
2275,summationdisplay,O,O
2276,/,O,O
2277,summationdisplay||w−µ||,O,O
2278,(,O,O
2279,5,O,O
2280,),O,O
2281,The,O,O
2282,best,O,O
2283,cluster,O,O
2284,count,O,O
2285,in,O,O
2286,each,O,O
2287,AL,O,O
2288,cycle,O,O
2289,is,O,O
2290,used,O,O
2291,for,O,O
2292,clustering,O,O
2293,.,O,O
2294,The,O,O
2295,ultimate,O,O
2296,goal,O,O
2297,is,O,O
2298,to,O,O
2299,find,O,O
2300,δmost,O,O
2301,informative,O,O
2302,UR,O,O
2303,words,O,O
2304,with,O,O
2305,an,O,O
2306,acceptable,O,O
2307,diversity,O,B-HyperparameterName
2308,of,O,I-HyperparameterName
2309,total,O,B-HyperparameterName
2310,α,O,B-HyperparameterName
2311,(,O,O
2312,i.e,O,O
2313,.,O,O
2314,",1,000",O,B-HyperparameterValue
2315,),O,O
2316,samples,O,B-HyperparameterName
2317,.,O,O
2318,A,O,O
2319,character,O,O
2320,-,O,O
2321,based,O,O
2322,word,O,O
2323,embedding,O,O
2324,model,O,O
2325,based,O,O
2326,on,O,O
2327,RNN,O,O
2328,is,O,O
2329,trained,O,O
2330,on,O,O
2331,datasets,O,O
2332,LandTto,O,B-DatasetName
2333,extract,O,O
2334,features,O,O
2335,for,O,O
2336,performing,O,O
2337,efficient,O,O
2338,clustering,O,O
2339,.,O,O
2340,Using,O,O
2341,a,O,O
2342,word,O,O
2343,embedding,O,O
2344,model,O,O
2345,enables,O,O
2346,us,O,O
2347,to,O,O
2348,have,O,O
2349,a,O,O
2350,sense795of,O,O
2351,UR,O,O
2352,words,O,O
2353,and,O,O
2354,their,O,O
2355,semantic,O,O
2356,relations,O,O
2357,with,O,O
2358,their,O,O
2359,corresponding,O,O
2360,SF,O,O
2361,words,O,O
2362,",",O,O
2363,considering,O,O
2364,LandTdata,O,B-MethodName
2365,points,O,O
2366,are,O,O
2367,labeled,O,O
2368,.,O,O
2369,A,O,O
2370,word,O,O
2371,embedding,O,O
2372,model,O,O
2373,is,O,O
2374,used,O,O
2375,to,O,O
2376,vectorize,O,O
2377,αsamples,O,B-HyperparameterName
2378,selected,O,O
2379,from,O,O
2380,U.,O,O
2381,Two,O,O
2382,sequences,O,O
2383,of,O,O
2384,one,O,O
2385,-,O,O
2386,hot,O,O
2387,vectors,O,O
2388,",",O,O
2389,representing,O,O
2390,a,O,O
2391,pair,O,O
2392,of,O,O
2393,UR,O,O
2394,and,O,O
2395,SF,O,O
2396,",",O,O
2397,pass,O,O
2398,through,O,O
2399,two,O,O
2400,long,O,B-TaskName
2401,short,O,I-TaskName
2402,-,O,I-TaskName
2403,term,O,I-TaskName
2404,memory,O,I-TaskName
2405,(,O,O
2406,LSTM,O,B-TaskName
2407,),O,O
2408,networks,O,O
2409,",",O,O
2410,and,O,O
2411,the,O,O
2412,norm,O,O
2413,of,O,O
2414,the,O,O
2415,difference,O,O
2416,between,O,O
2417,output,O,O
2418,embeddings,O,O
2419,is,O,O
2420,fed,O,O
2421,to,O,O
2422,a,O,O
2423,sigmoid,O,O
2424,activation,O,O
2425,function,O,O
2426,.,O,O
2427,A,O,O
2428,sample,O,O
2429,from,O,O
2430,the,O,O
2431,dataset,O,O
2432,is,O,O
2433,a,O,O
2434,related,O,O
2435,pair,O,O
2436,",",O,O
2437,and,O,O
2438,samples,O,O
2439,with,O,O
2440,the,O,O
2441,highest,O,O
2442,Levenshtein,O,B-MetricName
2443,distance,O,O
2444,from,O,O
2445,each,O,O
2446,other,O,O
2447,are,O,O
2448,non,O,O
2449,-,O,O
2450,related,O,O
2451,.,O,O
2452,These,O,O
2453,samples,O,O
2454,are,O,O
2455,combined,O,O
2456,and,O,O
2457,used,O,O
2458,to,O,O
2459,train,O,O
2460,the,O,O
2461,network,O,O
2462,.,O,O
2463,The,O,O
2464,model,O,O
2465,converts,O,O
2466,a,O,O
2467,word,O,O
2468,to,O,O
2469,a,O,O
2470,vector,O,O
2471,based,O,O
2472,on,O,O
2473,a,O,O
2474,character,O,O
2475,vocabulary,O,O
2476,generated,O,O
2477,from,O,O
2478,the,O,O
2479,unique,O,O
2480,characters,O,O
2481,of,O,O
2482,the,O,O
2483,training,O,O
2484,set,O,O
2485,.,O,O
2486,After,O,O
2487,standardizing,O,O
2488,the,O,O
2489,vectors,O,O
2490,",",O,O
2491,they,O,O
2492,are,O,O
2493,fed,O,O
2494,to,O,O
2495,principal,O,O
2496,component,O,B-MethodName
2497,analysis,O,I-MethodName
2498,(,O,O
2499,PCA,O,B-MethodName
2500,),O,O
2501,in,O,O
2502,order,O,O
2503,to,O,O
2504,retain,O,O
2505,the,O,O
2506,most,O,O
2507,significant,O,O
2508,features,O,O
2509,and,O,O
2510,minimize,O,O
2511,the,O,O
2512,computational,O,O
2513,costs,O,O
2514,by,O,O
2515,reducing,O,O
2516,dimensions,O,O
2517,.,O,O
2518,The,O,O
2519,features,O,B-HyperparameterName
2520,dimension,O,I-HyperparameterName
2521,is,O,O
2522,reduced,O,O
2523,to,O,O
2524,3,O,B-HyperparameterValue
2525,components,O,B-HyperparameterName
2526,for,O,O
2527,clustering,O,B-TaskName
2528,.,O,O
2529,αsamples,O,B-HyperparameterName
2530,were,O,O
2531,divided,O,O
2532,into,O,O
2533,clusters,O,O
2534,using,O,O
2535,the,O,O
2536,k,O,O
2537,-,O,O
2538,means,O,O
2539,method,O,O
2540,.,O,O
2541,Then,O,O
2542,",",O,O
2543,proportional,O,O
2544,to,O,O
2545,the,O,O
2546,size,O,O
2547,of,O,O
2548,clusters,O,O
2549,",",O,O
2550,δsamples,O,B-HyperparameterName
2551,are,O,O
2552,selected,O,O
2553,from,O,O
2554,each,O,O
2555,group,O,O
2556,.,O,O
2557,These,O,O
2558,samples,O,O
2559,will,O,O
2560,be,O,O
2561,annotated,O,O
2562,and,O,O
2563,moved,O,O
2564,to,O,O
2565,Lfor,O,O
2566,the,O,O
2567,next,O,O
2568,AL,O,B-TaskName
2569,training,O,O
2570,cycle,O,O
2571,.,O,O
2572,6,O,O
2573,Experimental,O,O
2574,Results,O,O
2575,The,O,O
2576,details,O,O
2577,of,O,O
2578,the,O,O
2579,model,O,O
2580,’s,O,O
2581,parameters,O,O
2582,and,O,O
2583,other,O,O
2584,variables,O,O
2585,in,O,O
2586,our,O,O
2587,experiments,O,O
2588,can,O,O
2589,be,O,O
2590,seen,O,O
2591,in,O,O
2592,Appendix,O,O
2593,A.,O,O
2594,To,O,O
2595,evaluate,O,O
2596,our,O,O
2597,proposed,O,O
2598,DAL,O,B-MethodName
2599,method,O,O
2600,",",O,O
2601,we,O,O
2602,have,O,O
2603,run,O,O
2604,all,O,O
2605,experiments,O,O
2606,5,O,O
2607,times,O,O
2608,and,O,O
2609,the,O,O
2610,average,O,B-MetricName
2611,and,O,O
2612,standard,O,O
2613,deviation,O,O
2614,of,O,O
2615,accuracy,O,B-MetricName
2616,are,O,O
2617,visualized,O,O
2618,in,O,O
2619,Figure,O,O
2620,1,O,O
2621,.,O,O
2622,We,O,O
2623,have,O,O
2624,reported,O,O
2625,random,B-MethodName,O
2626,training,I-MethodName,O
2627,(,O,O
2628,passive,O,O
2629,learning,O,O
2630,),O,O
2631,",",O,O
2632,AL,B-MethodName,B-MethodName
2633,with,I-MethodName,O
2634,entropy,I-MethodName,O
2635,",",O,O
2636,and,O,O
2637,AL,B-MethodName,B-MethodName
2638,with,I-MethodName,O
2639,combined,I-MethodName,O
2640,entropy,I-MethodName,O
2641,and,I-MethodName,O
2642,clustering,I-MethodName,O
2643,method,O,O
2644,for,O,O
2645,each,O,O
2646,cycle,O,O
2647,of,O,O
2648,training,O,O
2649,.,O,O
2650,As,O,O
2651,can,O,O
2652,be,O,O
2653,seen,O,O
2654,in,O,O
2655,Figure,O,O
2656,1,O,O
2657,",",O,O
2658,the,O,O
2659,proposed,O,O
2660,DAL,B-MethodName,B-MethodName
2661,method,O,O
2662,(,O,O
2663,with,O,O
2664,and,O,O
2665,without,O,O
2666,clustering,O,O
2667,),O,O
2668,grows,O,O
2669,much,O,O
2670,faster,O,O
2671,than,O,O
2672,the,O,O
2673,random,O,O
2674,curve,O,O
2675,and,O,O
2676,presents,O,O
2677,an,O,O
2678,asymptotical,O,O
2679,shape,O,O
2680,which,O,O
2681,shows,O,O
2682,that,O,O
2683,it,O,O
2684,has,O,O
2685,extracted,O,O
2686,all,O,O
2687,the,O,O
2688,useful,O,O
2689,information,O,O
2690,present,O,O
2691,in,O,O
2692,Uwhen,O,B-MethodName
2693,it,O,O
2694,reaches,O,O
2695,the,O,O
2696,asymptote,O,O
2697,using,O,O
2698,only,O,O
2699,"4,000",O,B-HyperparameterValue
2700,samples,O,B-HyperparameterName
2701,(,O,O
2702,i.e.,O,O
2703,",",O,O
2704,about,O,O
2705,30,O,O
2706,%,O,O
2707,of,O,O
2708,the,O,O
2709,training,O,O
2710,set,O,O
2711,),O,O
2712,.,O,O
2713,In,O,O
2714,contrast,O,O
2715,",",O,O
2716,the,O,O
2717,random,O,O
2718,(,O,O
2719,passive,O,O
2720,),O,O
2721,learner,O,O
2722,requires,O,O
2723,the,O,O
2724,entire,O,O
2725,training,O,O
2726,set,O,O
2727,to,O,O
2728,achieve,O,O
2729,maximum,O,O
2730,performance,O,O
2731,.,O,O
2732,This,O,O
2733,is,O,O
2734,true,O,O
2735,for,O,O
2736,all,O,O
2737,evaluation,O,O
2738,sets,O,O
2739,",",O,O
2740,except,O,O
2741,for,O,O
2742,EV,O,B-MethodName
2743,AL,O,I-MethodName
2744,-,O,I-MethodName
2745,OOV,O,I-MethodName
2746,",",O,O
2747,where,O,O
2748,the,O,O
2749,random,O,O
2750,(,O,O
2751,passive,O,O
2752,),O,O
2753,learner,O,O
2754,reaches,O,O
2755,maximum,O,O
2756,performance,O,O
2757,after,O,O
2758,"6,000",O,B-HyperparameterValue
2759,samples,O,B-HyperparameterName
2760,.,O,O
2761,We,O,O
2762,have,O,O
2763,no,O,O
2764,explanation,O,O
2765,for,O,O
2766,this,O,O
2767,unusual,O,O
2768,behavior,O,O
2769,of,O,O
2770,EV,O,B-MethodName
2771,AL,O,I-MethodName
2772,-,O,I-MethodName
2773,OOV,O,I-MethodName
2774,",",O,O
2775,but,O,O
2776,we,O,O
2777,do,O,O
2778,observe,O,O
2779,thatthe,O,O
2780,overall,O,O
2781,top,O,O
2782,performance,O,O
2783,on,O,O
2784,EV,O,B-MetricName
2785,AL,O,I-MethodName
2786,-,O,I-MetricName
2787,OOV,O,I-MetricName
2788,is,O,O
2789,2,O,B-MetricValue
2790,percentage,O,I-MetricValue
2791,points,O,I-MetricValue
2792,lower,O,O
2793,than,O,O
2794,on,O,O
2795,DEV,O,B-MetricName
2796,-,O,I-MetricName
2797,OOV,O,I-MetricName
2798,",",O,O
2799,while,O,O
2800,EV,O,B-MethodName
2801,AL,O,I-MethodName
2802,and,O,O
2803,DEV,O,B-MethodName
2804,have,O,O
2805,similar,O,O
2806,results,O,O
2807,.,O,O
2808,This,O,O
2809,supports,O,O
2810,the,O,O
2811,hypothesis,O,O
2812,that,O,O
2813,EV,O,B-MethodName
2814,AL,O,I-MethodName
2815,-,O,I-MethodName
2816,OOV,O,B-TaskName
2817,contains,O,O
2818,some,O,O
2819,very,O,O
2820,difficult,O,O
2821,cases,O,O
2822,which,O,O
2823,the,O,O
2824,underlying,O,O
2825,system,O,O
2826,(,O,O
2827,with,O,O
2828,active,O,O
2829,or,O,O
2830,passive,O,O
2831,learning,O,O
2832,),O,O
2833,can,O,O
2834,not,O,O
2835,learn,O,O
2836,",",O,O
2837,so,O,O
2838,that,O,O
2839,active,O,O
2840,and,O,O
2841,passive,O,O
2842,learning,O,O
2843,converge,O,O
2844,earlier,O,O
2845,.,O,O
2846,Unfortunately,O,O
2847,",",O,O
2848,we,O,O
2849,could,O,O
2850,not,O,O
2851,obtain,O,O
2852,evidence,O,O
2853,from,O,O
2854,this,O,O
2855,dataset,O,O
2856,that,O,O
2857,the,O,O
